hospital_code,blood_bank_name,district,city,area,observations,stockout_frequency,low_stock_frequency,stockout_score,low_stock_score,shortage_severity_score,stock_volatility,volatility_score,stockout_episodes,recovered_episodes,unresolved_stockout_episodes,recovery_rate,mean_recovery_snapshots,median_recovery_snapshots,recovery_weakness_score,recovery_score,BBRI,risk_class
18018,N.M Wadia Hospital Blood Centre Parel Mumbai,Mumbai,Mumbai,Opp. Kem Hospital,208,0.5,0.07211538461538461,50.0,7.211538461538461,54.006410256410255,1.9283994704525027,46.96453583418936,8.0,7.0,1.0,87.5,11.142857142857142,1.0,12.5,12.5,37.82364869686654,Moderate Risk
18019,Prince Aly Khan Hospital Blood Centre,Mumbai,Mumbai,Mazgaon,208,0.5,0.15865384615384615,50.0,15.865384615384615,52.644230769230774,0.03203489609630776,2.549982272464229,4.0,0.0,4.0,0.0,0.0,0.0,100.0,100.0,51.73140434723167,High Risk
18021,Sir J.J.Mahanagar Rakthapedhi,Mumbai,Mumbai,Byculla,208,0.0,0.15865384615384615,0.0,15.865384615384615,7.9326923076923075,0.07710982354209772,5.8316945776628355,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.588128961785048,Low Risk
18022,Sir H N Hospital And Research Centre Blood Centre,Mumbai,Mumbai,Girgoan,208,0.4807692307692308,0.1201923076923077,48.07692307692308,12.01923076923077,54.96794871794871,1.2530804296426394,36.8525562427846,7.0,3.0,4.0,42.857142857142854,6.666666666666667,4.0,57.142857142857146,57.142857142857146,49.65445403453015,Moderate Risk
18023,Shushrusha Citizens Co-Op Hospital Blood Centre,Mumbai,Mumbai,Dadar West,208,0.3269230769230769,0.22596153846153846,32.69230769230769,22.596153846153847,47.67628205128205,3.0876397682073513,74.1212623936152,6.0,4.0,2.0,66.66666666666666,8.0,6.5,33.33333333333334,33.33333333333334,51.710292592743535,High Risk
18024,Smt. Kapoorben Vasanji Lathiya Blood Centre,Mumbai,Mumbai,Vile Parle,208,0.6201923076923077,0.11057692307692307,62.019230769230774,11.057692307692307,66.58653846153845,0.7398571192504447,19.16703612169375,6.0,1.0,5.0,16.666666666666664,14.0,14.0,83.33333333333334,83.33333333333334,56.36230263885519,High Risk
18025,"S. L. Raheja Hospital. Blood Centre, Mahim",Mumbai,Mumbai,Mahim,208,0.07692307692307693,0.3701923076923077,7.6923076923076925,37.019230769230774,22.916666666666664,0.36122026914512984,22.824111629967216,1.0,1.0,0.0,100.0,16.0,16.0,0.0,0.0,15.246926098877958,Low Risk
18026,"Shri Balyogi Shikshan Prasarak Mandal Charitable Trust, Sai Jeewan Blood  Centre",Akola,Akola,Akola,208,0.03365384615384615,0.30288461538461536,3.3653846153846154,30.288461538461537,18.589743589743595,0.38891447209963376,27.37355327993618,5.0,5.0,0.0,100.0,1.4,1.0,0.0,0.0,15.321098956559924,Low Risk
18027,M/S Beed Blood Centre,Beed,Beed,Beed,208,0.07211538461538461,0.5480769230769231,7.211538461538461,54.807692307692314,35.657051282051285,0.6693239947681905,38.74257357631391,4.0,4.0,0.0,100.0,3.75,3.0,0.0,0.0,24.7998749527884,Low Risk
18030,K.J.Somaiya Medical College And Hospital Blood Centre,Mumbai,Mumbai,First,208,0.0,0.47596153846153844,0.0,47.59615384615385,26.842948717948715,0.4072895600668176,27.457118649705194,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,18.100022455884638,Low Risk
18031,"L.T.M.G., Municipal Hospital Blood Centre",Mumbai,Mumbai,Sion,208,0.07692307692307693,0.20673076923076922,7.6923076923076925,20.673076923076923,18.910256410256412,0.5728033164027265,33.584917446937894,7.0,7.0,0.0,100.0,2.2857142857142856,2.0,0.0,0.0,17.498391285731433,Low Risk
18033,Bhabha Atomic Research Centre Hospital Blood Centre,Mumbai,Mumbai,Anushakti Nagar,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",Mumbai,Ghatkopar,Rajawadi Hospit,208,0.18269230769230768,0.3605769230769231,18.269230769230766,36.05769230769231,42.46794871794872,0.797051880427661,39.88383097433038,6.0,4.0,2.0,66.66666666666666,6.25,6.0,33.33333333333334,33.33333333333334,38.561704341870815,Moderate Risk
18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",Mumbai,Mumbai,Gandhi Market,208,0.15384615384615385,0.27403846153846156,15.384615384615385,27.403846153846157,30.689102564102566,0.22337167988793188,16.89320087060206,3.0,1.0,2.0,33.33333333333333,1.0,1.0,66.66666666666667,66.66666666666667,38.08299003379043,Moderate Risk
18037,Deepak Foundations Anviksha Blood Centre,Mumbai,Mumbai,Ghatkopar,208,0.3894230769230769,0.125,38.94230769230769,12.5,47.27564102564102,1.3141762827387926,50.97781986527755,19.0,19.0,0.0,100.0,4.2631578947368425,3.0,0.0,0.0,32.75115363030619,Moderate Risk
18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",Mumbai,Mumbai,Bandra,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18039,Lilavati Hospital And Research Centre Blood Centre,Mumbai,Bandra,Bandra Reclaimation,208,0.25,0.22596153846153846,25.0,22.596153846153847,38.46153846153847,0.790782644938125,40.76689421537976,20.0,16.0,4.0,80.0,2.5,2.0,20.0,20.0,33.07614422563941,Moderate Risk
18040,Sant Nirankari Blood Centre,Mumbai Suburban,Vile Parle,Western Express Hig,208,0.28365384615384615,0.25,28.365384615384613,25.0,44.391025641025635,1.0159951357423727,47.3771012324968,15.0,14.0,1.0,93.33333333333333,3.9285714285714284,2.0,6.666666666666671,6.666666666666671,32.811597846729704,Moderate Risk
18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",Mumbai,Mumbai,Janta Markat,192,0.15625,0.4791666666666667,15.625,47.91666666666667,44.878472222222214,0.7405742024155247,41.399379486264536,11.0,11.0,0.0,100.0,2.727272727272727,2.0,0.0,0.0,28.759283902828916,Moderate Risk
18043,Poona Serological Institute Blood Centre,Pune,Pune,C.T.S. No,208,0.09134615384615384,0.3076923076923077,9.134615384615383,30.76923076923077,27.64423076923077,0.9681665255619252,45.105669654502286,3.0,1.0,2.0,33.33333333333333,10.0,10.0,66.66666666666667,66.66666666666667,46.472189030133244,Moderate Risk
18044,Bandra Holly Family Hospital Society Blood Centre,Mumbai,Mumbai,Bandra,208,0.0,0.3942307692307692,0.0,39.42307692307692,12.259615384615383,0.21266547938229974,17.217483019746716,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.8256994681207,Low Risk
18045,"Dr. L. H. Hiranandani Hospital, Blood Centre",Mumbai,Mumbai,Powai,208,0.1971153846153846,0.2644230769230769,19.71153846153846,26.442307692307693,35.57692307692308,0.8394518563907218,38.10213725116169,7.0,7.0,0.0,100.0,5.857142857142857,2.0,0.0,0.0,24.559686776028258,Low Risk
18047,Fortis  Hospital Blood Centre,Mumbai,Mumbai,Goregaon,208,0.5096153846153846,0.11538461538461539,50.96153846153846,11.538461538461538,57.612179487179496,2.0091440844895785,49.38061988617532,13.0,8.0,5.0,61.53846153846154,4.125,2.5,38.46153846153846,38.46153846153846,48.48477927829776,Moderate Risk
18048,Kokilaben Dhirubhai Ambani Blood Centre,Mumbai,Mumbai,Andheri,208,0.20673076923076922,0.36538461538461536,20.673076923076923,36.53846153846153,42.70833333333333,1.090222373339908,48.57124562548069,12.0,9.0,3.0,75.0,4.444444444444445,1.0,25.0,25.0,38.75985965293801,Moderate Risk
18049,Rotary D.G Goenka Blood Centre( Municipal Gen. Hospital),Mumbai,Mumbai,Andheri,208,0.014423076923076924,0.5432692307692307,1.4423076923076923,54.32692307692307,41.18589743589743,0.4301568276794448,29.919624263293517,1.0,1.0,0.0,100.0,3.0,3.0,0.0,0.0,23.70184056639698,Low Risk
18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,Mumbai,Mumbai,Mumabi,208,0.44711538461538464,0.15865384615384615,44.71153846153847,15.865384615384615,53.76602564102565,0.7780172391839145,31.95059426489553,7.0,4.0,3.0,57.14285714285714,6.25,5.5,42.85714285714286,42.85714285714286,42.85792092102135,Moderate Risk
18051,V.N. Desai Municipal General Hospital Blood Centre,Mumbai,mumbai,Santacruz East,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18052,Holy Spirit Hospital Blood Centre,Mumbai,Mumbai,Andher,200,0.185,0.435,18.5,43.5,48.416666666666664,1.1194145163052014,41.148345385093805,11.0,10.0,1.0,90.9090909090909,1.3,1.0,9.090909090909093,9.090909090909093,32.88530704755652,Moderate Risk
18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan    Goregaon",Mumbai,Mumbai,Goregaon West,8,0.5,0.0,50.0,0.0,50.0,0.48316676138059905,21.3251938477964,5.0,1.0,4.0,20.0,4.0,4.0,80.0,80.0,50.4417312825988,High Risk
18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan  Goregaon",Mumbai,Mumbai,Goregaon West,200,0.48,0.02,48.0,2.0,49.583333333333336,0.48316676138059905,21.3251938477964,5.0,1.0,4.0,20.0,4.0,4.0,80.0,80.0,50.30284239370991,High Risk
18056,Manas Serological Institute Blood Centre,Mumbai,Mumbai,Cts No,208,0.5,0.2932692307692308,50.0,29.326923076923077,69.15064102564104,1.988940450328758,52.50902309297355,9.0,5.0,4.0,55.55555555555556,3.8,4.0,44.44444444444444,44.44444444444444,55.368036187686336,High Risk
18057,Suburban Hi-Tech Blood Centre,Mumbai,Mumbai,Malad,208,0.375,0.375,37.5,37.5,63.30128205128206,1.5074771930033755,58.57741162621562,14.0,13.0,1.0,92.85714285714286,4.615384615384615,3.0,7.142857142857139,7.142857142857139,43.00718360678494,Moderate Risk
18058,Sion Blood Centre,Mumbai,Mumbai,Sion,208,0.5,0.02403846153846154,50.0,2.403846153846154,50.400641025641036,0.1971863355464605,13.469545893531821,4.0,0.0,4.0,0.0,0.0,0.0,100.0,100.0,54.623395639724286,High Risk
18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,Mumbai,MUMBAI,First F,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18061,"Acharya Anandrishiji Blood Centre, Pune",Pune,Pune,Sadashiv Peth,208,0.13942307692307693,0.44711538461538464,13.942307692307693,44.71153846153847,40.06410256410256,0.8999084615014618,38.74939075618603,5.0,3.0,2.0,60.0,6.666666666666667,4.0,40.0,40.0,39.60449777342953,Moderate Risk
18062,Akshay Blood Centre,Pune,Pune,Hadapsar,208,0.08653846153846154,0.14423076923076922,8.653846153846153,14.423076923076922,16.98717948717949,0.7044767160146957,39.849867949801535,5.0,5.0,0.0,100.0,3.6,2.0,0.0,0.0,18.945682478993675,Low Risk
18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,Pune,Pune,Bharati Vidyapeeth S.No,208,0.10576923076923077,0.3798076923076923,10.576923076923077,37.980769230769226,35.8974358974359,0.6449638552934567,37.44568370002233,8.0,8.0,0.0,100.0,2.75,1.0,0.0,0.0,24.447706532486077,Low Risk
18065,"Deenanath Mangeshkar Hospital, Blood Centre",Pune,PUNE,Erandwane,208,0.02403846153846154,0.25,2.403846153846154,25.0,16.346153846153847,0.4622050971738571,30.687181229403578,2.0,2.0,0.0,100.0,2.5,2.5,0.0,0.0,15.677778358519141,Low Risk
18067,Indian Serological Institute Blood Centre,Pune,Pune,Navi Peth,208,0.375,0.375,37.5,37.5,53.205128205128204,0.030429030972509225,2.4471804577076735,3.0,0.0,3.0,0.0,0.0,0.0,100.0,100.0,51.88410288761196,High Risk
18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",Pune,Pune,Koregaon Park,208,0.1875,0.3557692307692308,18.75,35.57692307692308,39.90384615384615,0.7385884221682881,39.78906257219187,5.0,5.0,0.0,100.0,7.8,7.0,0.0,0.0,26.564302908679338,Moderate Risk
18069,Jankalyan Raktapedhi Pune,Pune,Pune,Shukrawar Peth,208,0.03365384615384615,0.32211538461538464,3.3653846153846154,32.21153846153847,20.03205128205128,0.6717241352936439,38.075672214705634,7.0,7.0,0.0,100.0,1.0,1.0,0.0,0.0,19.36924116558564,Low Risk
18070,Jehangir Hospital Blood Centre,Pune,Pune,Sasoon,208,0.0673076923076923,0.23557692307692307,6.730769230769231,23.557692307692307,17.067307692307693,0.41306802026772044,26.57270589585694,3.0,2.0,1.0,66.66666666666666,4.0,4.0,33.33333333333334,33.33333333333334,25.65778230716599,Moderate Risk
18071,Kem Hospital Blood Centre,Pune,Pune,Rastha Peth,208,0.39903846153846156,0.375,39.90384615384615,37.5,64.1826923076923,1.245503093898933,53.87206464781111,35.0,33.0,2.0,94.28571428571428,2.4242424242424243,1.0,5.714285714285722,5.714285714285722,41.25634755659638,Moderate Risk
18072,"Metro Blood Centre,Civil Hospital Aundh Pune",Pune,Pune,Aundh,208,0.1201923076923077,0.19230769230769232,12.01923076923077,19.230769230769234,21.474358974358974,0.7713091532214886,33.58193095426758,2.0,2.0,0.0,100.0,12.5,12.5,0.0,0.0,18.35209664287552,Low Risk
18073,"Grant Medical Foundation,  A.H. Wadia Trust Blood Centre",Pune,Pune,Post Box No,208,0.019230769230769232,0.12980769230769232,1.9230769230769231,12.980769230769232,6.971153846153847,0.35379574810029224,25.677216046106672,4.0,4.0,0.0,100.0,1.0,1.0,0.0,0.0,10.88278996408684,Low Risk
18076,"Abhinav Sikshan MandalS,  Sanjeevan Blood Centre",Kolhapur,Kolhapur,Abhinav Sikshan Mandals,208,0.125,0.3942307692307692,12.5,39.42307692307692,36.137820512820504,0.769135905890854,41.94567947049192,9.0,9.0,0.0,100.0,2.888888888888889,2.0,0.0,0.0,26.027833327770807,Moderate Risk
18077,Padmashree Dr.D.Y Patil (Vishweshwar) Blood Centre,Pune,Pune,Sant,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18078,Noble Charitable Trust S Noble Blood Centre,Pune,Pune,Magarpatta,208,0.014423076923076924,0.2548076923076923,1.4423076923076923,25.48076923076923,8.733974358974358,0.3282329200625929,23.996391685039058,3.0,3.0,0.0,100.0,1.0,1.0,0.0,0.0,10.910122014671138,Low Risk
18079,Pimpari Serological Institute Blood Centre,Pune,Pune,Mumbai Highway,208,0.15384615384615385,0.34134615384615385,15.384615384615385,34.13461538461539,34.77564102564102,0.7393391211501377,40.30505201480846,5.0,5.0,0.0,100.0,6.4,6.0,0.0,0.0,25.02689768014983,Moderate Risk
18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,Pune,Pune,Deccan Gymkhana,208,0.038461538461538464,0.3701923076923077,3.8461538461538463,37.019230769230774,23.4775641025641,0.38294958886652897,26.427041597194034,3.0,3.0,0.0,100.0,2.6666666666666665,1.0,0.0,0.0,16.634868566586047,Low Risk
18081,Aditya Birla Memorial Hospital Blood Centre,Pune,PUNE,Chinchwad,208,0.03365384615384615,0.4567307692307692,3.3653846153846154,45.67307692307692,30.84935897435897,0.40743388477792775,27.900829793537678,1.0,1.0,0.0,100.0,7.0,7.0,0.0,0.0,19.58339625596555,Low Risk
18082,Rakesh Jain Memorial Blood Centre,Pune,Pune,Sadashiv Peth,208,0.13942307692307693,0.4519230769230769,13.942307692307693,45.19230769230769,44.230769230769226,0.7677099324791196,38.05112368262029,4.0,4.0,0.0,100.0,7.25,3.5,0.0,0.0,27.42729763779651,Moderate Risk
18083,Smt Kashibai Navale General Hospital Blood Centre,Pune,Pune,Ambegaon,208,0.3605769230769231,0.5432692307692307,36.05769230769231,54.32692307692307,73.3173076923077,2.5757523665398114,70.03945805885934,7.0,7.0,0.0,100.0,10.714285714285714,8.0,0.0,0.0,47.78558858372234,Moderate Risk
18084,Chakan Blood Centre,Pune,Pune,Chakan,208,0.019230769230769232,0.2644230769230769,1.9230769230769231,26.442307692307693,15.464743589743588,0.5185704994114586,33.51361751977218,4.0,4.0,0.0,100.0,1.0,1.0,0.0,0.0,16.32612036983859,Low Risk
18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",Pune,Baramati,Baramati,208,0.6153846153846154,0.25,61.53846153846154,25.0,80.52884615384616,1.4679075890170115,44.74170433836413,11.0,6.0,5.0,54.54545454545454,5.666666666666667,6.0,45.45454545454546,45.45454545454546,56.90836531558525,High Risk
18086,Central India Institute Of Haematology And OncologyS Blood And Blood Component  Bank And Apheresis U,Nagpur,Nagpur,Dhantoli,208,0.14423076923076922,0.3317307692307692,14.423076923076922,33.17307692307692,33.97435897435897,0.6914702191302189,35.62628308622079,5.0,4.0,1.0,80.0,6.0,4.0,20.0,20.0,29.86688068685992,Moderate Risk
18087,"Sarvodaya Samaj Vikas Sanstha,  R.G Gholap Memorial Blood Centre",Pune,Pune,Pune S,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18088,Cristanand Education Society Blood Centre,Chandrapur,Brahmapuri,Brahmapuri,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18089,"Civil Surgeon, General Hospital Blood Centre, Gadchiroli",Gadchiroli,Gadchiroli,Chandrapur R,208,0.23557692307692307,0.34134615384615385,23.557692307692307,34.13461538461539,44.95192307692308,0.6298321108755783,29.22894687125398,2.0,1.0,1.0,50.0,23.0,23.0,50.0,50.0,41.39362331605902,Moderate Risk
18090,"Islampur Medical Foundations, Rajaram Bapu Blood Centre , Islampur",Sangli,Islampur,Scan Peth,208,0.2692307692307692,0.3173076923076923,26.923076923076923,31.73076923076923,49.919871794871796,0.5867362439267411,31.990521104446245,7.0,5.0,2.0,71.42857142857143,5.2,3.0,28.57142857142857,28.57142857142857,36.8272738235822,Moderate Risk
18091,Smt. Anila Kantilal Kothari Blood Centre And Dept. Of Hemato Oncology,Sangli,Sangli,Shri Siddhivinayak Ganapati Cance,208,0.4375,0.3173076923076923,43.75,31.73076923076923,64.82371794871794,1.7034807697098953,56.65924848049799,16.0,14.0,2.0,87.5,3.142857142857143,2.0,12.5,12.5,44.66098880973865,Moderate Risk
18094,Vasantdada Patil Blood Centre And Haematology Research Centre,Sangli,Miraj,Mirasaheb Shopping Complex,208,0.03365384615384615,0.3798076923076923,3.3653846153846154,37.980769230769226,23.63782051282051,0.366212675186874,25.786728471079833,6.0,6.0,0.0,100.0,1.1666666666666667,1.0,0.0,0.0,16.474849661300116,Low Risk
18095,"Hindratna Prakashbapu Patil Blood Centre, Sangli",Sangli,Sangli,Siddhivinayak Commercial Complex Guest House,208,0.052884615384615384,0.3798076923076923,5.288461538461538,37.980769230769226,26.682692307692307,0.5202291113608298,33.367310234449114,6.0,6.0,0.0,100.0,1.8333333333333333,1.5,0.0,0.0,20.01666751404714,Low Risk
18096,Bharati Vidyapeeth University Medical College And Hospital Blood Centre,Sangli,Sangli,Miraj,208,0.11057692307692307,0.4951923076923077,11.057692307692307,49.519230769230774,42.30769230769231,0.5675856228725894,34.880498583442765,7.0,6.0,1.0,85.71428571428571,2.8333333333333335,2.0,14.285714285714292,14.285714285714292,30.491301725616452,Moderate Risk
18097,"Miraj Serological Institute Blood Centre, Miraj",Sangli,Sangli,S.No.795/A,208,0.11538461538461539,0.32211538461538464,11.538461538461538,32.21153846153847,32.29166666666667,0.7037428055684158,37.54145530289031,9.0,9.0,0.0,100.0,2.6666666666666665,1.0,0.0,0.0,23.277707323185663,Low Risk
18098,"Akshay Blood Centre, Miraj",Sangli,Miraj,Miraj,200,0.005,0.46,0.5,46.0,31.25,0.5352391003003545,33.949647335355536,1.0,1.0,0.0,100.0,1.0,1.0,0.0,0.0,21.733215778451846,Low Risk
18099,"Akshay Medical Trust, Akshay Blood Centre",Satara,Satara,Sadar,208,0.6009615384615384,0.2644230769230769,60.09615384615385,26.442307692307693,76.76282051282051,1.6732739022535796,60.17351144454459,26.0,21.0,5.0,80.76923076923077,4.619047619047619,3.0,19.230769230769226,19.230769230769226,52.05570039604478,High Risk
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,Karad,208,0.019230769230769232,0.18269230769230768,1.9230769230769231,18.269230769230766,10.49679487179487,0.2800085650888152,20.704612446804063,3.0,3.0,0.0,100.0,1.3333333333333333,1.0,0.0,0.0,10.400469106199644,Low Risk
18103,Mauli Blood Centre satara,Satara,Satara,Sadarbazar,208,0.2403846153846154,0.27884615384615385,24.03846153846154,27.884615384615387,42.54807692307692,0.8582061154142353,42.291557728224696,12.0,10.0,2.0,83.33333333333334,3.6,1.0,16.666666666666657,16.666666666666657,33.835433772656096,Moderate Risk
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,Phaltan,208,0.014423076923076924,0.3173076923076923,1.4423076923076923,31.73076923076923,13.862179487179487,0.39075647894787285,26.571635334068233,2.0,2.0,0.0,100.0,1.5,1.5,0.0,0.0,13.47793827374924,Low Risk
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,Karad,208,0.5576923076923077,0.21634615384615385,55.769230769230774,21.634615384615387,69.95192307692307,1.8674289549713106,61.25704008119215,31.0,25.0,6.0,80.64516129032258,3.04,3.0,19.354838709677423,19.354838709677423,50.18793395593087,High Risk
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,Railwaylines,208,0.10096153846153846,0.22115384615384615,10.096153846153847,22.115384615384613,21.794871794871796,0.44251654513990835,27.901300365216,10.0,10.0,0.0,100.0,2.1,1.0,0.0,0.0,16.565390720029267,Low Risk
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,Ganeshnagar Akluj,208,0.1201923076923077,0.4567307692307692,12.01923076923077,45.67307692307692,42.78846153846153,0.8293738205879615,43.538409242848005,14.0,13.0,1.0,92.85714285714286,1.8461538461538463,1.0,7.142857142857139,7.142857142857139,31.156575974722227,Moderate Risk
18109,"Indian Red Cross Society Blood Centre, Bai Gopabai Damani Blood Centre,  Solapur",Solapur,Solapur,Red Cross R,208,0.27884615384615385,0.375,27.884615384615387,37.5,49.27884615384615,1.0231850550896198,47.14737527935628,20.0,19.0,1.0,95.0,2.9473684210526314,2.0,5.0,5.0,33.80874047773415,Moderate Risk
18110,"Indian Red Cross Society , Sarjubai, Bansila Bajaj Blood Centre",Solapur,Pandharpur,Pandharpur,8,0.125,0.375,12.5,37.5,43.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,47.916666666666664,Moderate Risk
