hospital_code,blood_bank_name,district,city,area,observations,stockout_frequency,low_stock_frequency,stock_volatility,stockout_score,low_stock_score,volatility_score,BBRI,risk_class,recovery_rate,recovery_score
27122,Indira Gandhi Medical College & Hospital Nagpur,Nagpur,Nagpur,Central Avenue,15,0.05,0.4666666666666667,26.90532872453821,5.0,57.14285714285714,5.3016068574154245,18.94444933340148,Low Risk,0.9166666666666666,8.333333333333337
27165,Panchavati Blood Centre Nashik,Nashik,Nashik,Tarwala Nagar,15,0.125,0.3666666666666666,7.041965690452352,12.5,44.89795918367347,1.3875962630457366,18.863055528346468,Low Risk,0.8333333333333334,16.666666666666664
282568,Vbss Sanchalit Latur Blood Centre And Components Latur,Latur,LATUR,Old Renapur,15,0.2416666666666667,0.1916666666666667,9.2970807947785,24.16666666666667,23.469387755102048,1.831959304425444,18.747211764881875,Low Risk,0.7447916666666666,25.520833333333336
280719,Swami Vivekanand Blood Centre,Nanded,Nanded,Nanded,15,0.0083333333333333,0.4916666666666667,6.5071403036570326,0.8333333333333334,60.204081632653065,1.282210673180486,18.70490640979172,Low Risk,0.875,12.5
280662,Mimer Medical College And Garware Blood Centre,Pune,Pune,Talegaon Dabhade,15,0.1333333333333333,0.3916666666666666,4.252424256110664,13.333333333333334,47.95918367346939,0.8379262646315401,18.65761081785857,Low Risk,0.875,12.5
284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane",Thane,Badlapur,Badlapur,15,0.175,0.2916666666666667,9.64411460781411,17.5,35.714285714285715,1.9003411800672996,18.572690814497346,Low Risk,0.8082386363636364,19.176136363636363
18161,Indian Red Cross Society Blood Centre Jalgaon,Jalgaon,Jalgaon,Opp.B.J.Market,15,0.15,0.2083333333333333,13.638069732500684,15.0,25.51020408163265,2.687336949345388,18.559801924411172,Low Risk,0.6895833333333333,31.041666666666668
285231,"Shaurya Blood Centre,Blood Components and Apheresis, Chandrapur",Chandrapur,Chandrapur,Chandrapur,15,0.125,0.375,15.8460628050344,12.5,45.91836734693878,3.122414748777531,18.51019552392908,Low Risk,0.875,12.5
283290,Jijai Blood Centre Components Laboratory And Apheresis Centre C,Nanded,Nanded,Nand,15,0.125,0.35,9.485175203119706,12.5,42.85714285714285,1.8690226912107453,18.47320805375507,Low Risk,0.8333333333333333,16.666666666666675
282741,"Jeevandai Blood Centre, Components And Apheresis Centre Beed",Beed,Beed,Barshi,15,0.05,0.45,6.149720783754952,5.0,55.102040816326536,1.2117823280341653,18.45345578609017,Low Risk,0.875,12.5
27171,Shri Chhatrapati Shivaji Bahuuddheshiya Sansthas Varad Blood Centre Dhule,Dhule,Dhule,Manmad Junction,15,0.1,0.4083333333333333,11.446444654781043,10.0,50.0,2.2554844096540534,18.428454435746847,Low Risk,0.8854166666666666,11.458333333333336
284844,"Civil Hospital Palghar Blood Centre, Palghar",Palghar,Palghar,St Fl,15,0.025,0.5750000000000001,2.9098188876163062,2.5,70.40816326530613,0.573370276437249,18.370383385435844,Low Risk,1.0,0.0
18097,"Miraj Serological Institute Blood Centre, Miraj",Sangli,Sangli,S.No.795/A,15,0.125,0.35,8.060480813436744,12.5,42.85714285714285,1.5882913303938886,18.355676728702367,Low Risk,0.8352272727272727,16.47727272727273
283306,Jalna Blood Centre Components And Apheresis Centre,Jalna,Jalna,Panna Chamber,15,0.1583333333333333,0.3666666666666667,4.369035335060025,15.833333333333332,44.89795918367348,0.8609040956083721,18.2105491531538,Low Risk,0.8875,11.250000000000004
284358,"Poona Medical Relief And Research Foundation, Kai Madhukar Sakharam Bidkar Blood Centre, Pune",Pune,Pune,Mangalwar Peth,15,0.15,0.3166666666666667,5.89467032973955,15.0,38.775510204081634,1.1615254718612185,18.181374303601096,Low Risk,0.8221153846153846,17.78846153846154
282562,Kokilaben Dhirubhai Ambani Hospital Navi Mumbai Blood Centre,Thane,Thane,Kopar Khairane,15,0.1166666666666666,0.4,2.726699175099842,11.666666666666666,48.9795918367347,0.5372871371623212,18.180501794756307,Low Risk,0.8846153846153846,11.538461538461542
280123,M/S Vidyashree Charitable Trusts Om Blood Centre,Pune,Pune,Mangalwar P,15,0.0416666666666666,0.4333333333333333,14.787760854698282,4.166666666666666,53.06122448979592,2.913879817479665,18.16044274348556,Low Risk,0.875,12.5
284084,"Washim Blood Centre (Trust), Washim Managed By Ocean Bahuuddeshiya Sanstha, Pusad, Dist. Yavtmal",Washim,Washim,Akola Nak,15,0.0666666666666666,0.4333333333333333,10.223809671741458,6.666666666666667,53.06122448979591,2.014568192775164,17.935614837309434,Low Risk,0.9,9.999999999999998
282577,"Welfare And Educational Trust Of Nmrcw, Chemist Blood Centre",Thane,Thane,Chemist Bhavan,15,0.0416666666666666,0.4583333333333333,9.213286098306089,4.166666666666666,56.12244897959184,1.8154478340776377,17.869890870084035,Low Risk,0.90625,9.375
18134,"Azad Panchi Groups, Miraj Serological Institute Blood Centre",Sangli,Sangli,Ganesh Nagar,15,0.0416666666666666,0.4333333333333333,7.248006938230215,4.166666666666666,53.06122448979592,1.4281960157309102,17.789021793048374,Low Risk,0.875,12.5
18025,"S. L. Raheja Hospital. Blood Centre, Mahim",Mumbai,Mumbai,Mahim,15,0.1083333333333333,0.3833333333333333,3.406589784796014,10.833333333333334,46.93877551020408,0.6712573538268807,17.735841549341075,Low Risk,0.875,12.5
18257,"Sant Gadgebaba Blood Centre And Component Centre, Badnera",Amravati,Amravati,Badnera,15,0.1,0.3916666666666667,5.291474708747666,10.0,47.9591836734694,1.0426677513942324,17.615046189549243,Low Risk,0.8854166666666666,11.458333333333336
283310,Renuka Blood Centre Component And Apheresis Centre,Osmanabad,Osmanabad,Osmanabad,15,0.0916666666666666,0.325,12.63744479365636,9.166666666666666,39.795918367346935,2.4901670841565733,17.446521362875878,Low Risk,0.8166666666666667,18.333333333333336
18081,Aditya Birla Memorial Hospital Blood Centre,Pune,PUNE,Chinchwad,15,0.075,0.4083333333333333,5.3872416827270975,7.5,50.0,1.0615383197920916,17.31895600851945,Low Risk,0.8928571428571429,10.71428571428571
27121,"Government Medical College And Hospital ,Blood Centre, Miraj",Sangli,Miraj,Pandharpur Rd,15,0.125,0.3666666666666667,8.872326230257976,12.5,44.89795918367348,1.7482628093914785,17.28655549826624,Low Risk,0.9,9.999999999999998
280694,Medicare Blood Centre,Yavatmal,Pusad,Yavatmal,15,0.05,0.425,6.809583155929265,5.0,52.04081632653062,1.3418060461268269,17.19982225983103,Low Risk,0.8958333333333333,10.416666666666677
18156,Keshavsmruti Pratishthan Sanchalit Madhavrao Golwalkar Swayamsevi Raktpedhi,Jalgaon,Jalgaon,Dr. Anil Achyarya Bhavan,15,0.0499999999999999,0.4333333333333333,5.187051619851799,5.0,53.06122448979591,1.0220915239178543,17.11457900342844,Low Risk,0.90625,9.375
18004,Goodwill Social ClubS Amruta Blood Centre,Aurangabad,Aurangabad,Cidco,15,0.0666666666666666,0.4333333333333333,7.892008624490558,6.666666666666667,53.06122448979592,1.5550944376390976,17.106460684239707,Low Risk,0.9285714285714286,7.14285714285714
18231,"Dean, Swami Ramanand Tirtha Rural Medical College. And Hospital, Blood Centre",Beed,Ambajogai,Mch Ambajogai Tq.Ambajogai,15,0.1,0.2833333333333333,11.00402317496635,10.0,34.69387755102041,2.168306706855192,17.072688921611757,Low Risk,0.7857142857142857,21.42857142857143
282586,"Varad Charitable And Medical Trust, Balaji Blood Centre, Satara",Satara,Satara,Behind,15,0.0916666666666666,0.325,29.916566241287093,9.166666666666668,39.795918367346935,5.894961342378197,17.04771992743128,Low Risk,0.8666666666666667,13.33333333333333
280692,Pune Blood Centre,Pune,Pune,Hadapsar,15,0.0833333333333333,0.375,13.729535484067403,8.333333333333332,45.91836734693878,2.7053599759617675,17.017042941836248,Low Risk,0.8888888888888888,11.111111111111116
285274,"Bhartiya Sanskruti Shikshan Prasarak Mandal, Sangola sanchlit,Sangola Blood Centre,Sangola,Solapur",Solapur,Pandharpur,Opp.Market Yard,15,0.0166666666666666,0.475,8.464947473667195,1.6666666666666667,58.16326530612245,1.6679901603701974,16.936980533289827,Low Risk,0.9375,6.25
18176,"Late. Dr. G.M. Bhavsar Charitable TrustS,Malegaon Blood Centre",Nashik,Malegaon,Satana Naka,15,0.1083333333333333,0.35,10.714192213812169,10.833333333333334,42.85714285714286,2.111196465724968,16.815001497383626,Low Risk,0.8854166666666666,11.458333333333336
283298,Ved Medical Foundation Pune Vita Blood Centre,Sangli,Sangli,Basement Of Kala,15,0.025,0.5166666666666667,3.813386094452487,2.5,63.26530612244898,0.7514152335884133,16.62918033900935,Low Risk,1.0,0.0
284095,"Chhatrapati Shahu Maharaj Pratishthan, Swastik Blood Centre, Kamothe, Navi Mumbai",Raigarh,Navi Mumbai,Kamothe Navi Mumbai,15,0.0583333333333333,0.3833333333333333,4.582957895282834,5.833333333333333,46.93877551020408,0.9030568350840564,16.54379141965537,Low Risk,0.875,12.5
280138,Irrapanna N Bolli Blood Centre,Solapur,Solapur,Bhavani Peth,15,0.125,0.325,5.367754101835069,12.5,39.795918367346935,1.0576983558373902,16.463404180796083,Low Risk,0.875,12.5
18114,Akshay Blood Centre,Solapur,Solapur,Lashkar,15,0.0583333333333333,0.375,16.026395584310396,5.833333333333333,45.91836734693878,3.1579487319901003,16.405983781636984,Low Risk,0.8928571428571429,10.71428571428571
18266,"Adarsh Sanskaar Mandal  Sanchalit, Dr. Hedgewar Rakta Pedhi, Blood Centre",Akola,Akola,Near Jathat Peth,15,0.0499999999999999,0.4083333333333333,6.010892248877205,5.0,50.0,1.1844266201724158,16.389856655043104,Low Risk,0.90625,9.375
284150,"Shri Dhaneshwari Manav Vikas Mandals, Shantai Blood Centre, Pedgaon, Dist. Parbhani",Parbhani,Pedgaon,Pedgaon,15,0.05,0.375,9.630739759208115,5.0,45.91836734693878,1.8977057099783663,16.329018264229287,Low Risk,0.875,12.5
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,Karjat,15,0.025,0.5,5.0582496610830185,2.5,61.224489795918366,0.9967115200216624,16.180300328985005,Low Risk,1.0,0.0
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,Chikalthana,15,0.0333333333333333,0.4916666666666667,3.4171047491156967,3.333333333333333,60.204081632653065,0.6733292930889299,16.05268606476883,Low Risk,1.0,0.0
18135,"M/S. Shri Hazur Saheb Blood Centre, Components Laboratory And Apheresis Centre",Parbhani,Parbhani,Shivaji Nagar,15,0.0333333333333333,0.4333333333333333,6.532159265557124,3.333333333333333,53.06122448979592,1.2871405776366978,15.982924600191488,Low Risk,0.9375,6.25
283207,Muktai Blood Centre Of Shivpooja Bahuudeshiya Shikhan Prasarak Mandal Solapur,Pune,Pune,S No,15,0.1333333333333333,0.3,6.508214485574888,13.333333333333334,36.734693877551024,1.2824223372073456,15.962612387022926,Low Risk,0.875,12.5
280535,Jupiter Lifeline Hospital Blood Centre,Pune,Pune,Near Prathmesh Park,15,0.0583333333333333,0.425,3.2576911682968595,5.833333333333333,52.04081632653062,0.6419173693809135,15.879016757311218,Low Risk,0.95,5.000000000000004
18145,"Rotary Blood Centre, Rahuri Charitable Trust",Ahmadnagar,Rahuri,Nagar Manmad,15,0.025,0.4916666666666667,3.5593383752219583,2.5,60.204081632653065,0.7013559630189015,15.851359398917992,Low Risk,1.0,0.0
283142,Samarpan Blood Centre,Bhandara,Bhandara,Bhandara,15,0.0166666666666666,0.4416666666666666,6.79394301082458,1.6666666666666667,54.08163265306123,1.3387242067861187,15.834255881628502,Low Risk,0.9375,6.25
284433,"Ayush Blood Centre, Vaduj, Tal. Khatav, Dist. Satara",Satara,Vaduj,Vaduj,15,0.0916666666666666,0.325,9.391367171617055,9.166666666666666,39.795918367346935,1.8505381260085552,15.82828079000554,Low Risk,0.875,12.5
18138,Jankalyan Blood Centre,Ahmadnagar,Ahmednagar,Nalegaon,15,0.0333333333333333,0.4583333333333333,14.325563597068996,3.333333333333333,56.12244897959183,2.8228053624669216,15.569646918848022,Low Risk,1.0,0.0
18248,Noor Hospital Blood Centre,Jalna,Warudi,Jalna,15,0.1166666666666666,0.3166666666666666,13.959801889982687,11.666666666666666,38.775510204081634,2.750733216672984,15.530370378998178,Low Risk,0.9107142857142856,8.92857142857143
27114,"Blood Bank Civil Hospital, Amravati",Amravati,Amravati,Dr. Babasaheb Ambedkar Chowk Dist,15,0.0333333333333333,0.4666666666666667,8.158714484383262,3.333333333333333,57.14285714285714,1.6076479533458383,15.52095960738408,Low Risk,1.0,0.0
18255,"Dr. P.D.M.H.C. Hospital And Research Centre, Blood Centre",Amravati,Amravati,Shivaji Nagar,2,0.0625,0.4375,11.40209684663308,6.25,53.57142857142857,2.2467458193846035,15.517043597703292,Low Risk,1.0,0.0
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,Panvel,15,0.025,0.475,5.85720321107397,2.5,58.16326530612245,1.1541426989065109,15.454352001257242,Low Risk,1.0,0.0
18030,K.J.Somaiya Medical College And Hospital Blood Centre,Mumbai,Mumbai,First,15,0.0083333333333333,0.4916666666666667,3.632699632512036,0.8333333333333334,60.204081632653065,0.7158115583658179,15.438306631088054,Low Risk,1.0,0.0
282683,"Mgm Blood Centre , Kamothe",Raigarh,Raigarh,Kamothe,15,0.0,0.4916666666666667,7.536583609609971,0.0,60.204081632653065,1.4850591031713445,15.422285183956102,Low Risk,1.0,0.0
27169,Ocean Bahuudeshiya Sansthas Lions Blood Centre Wardha,Wardha,Wardha,Shastri Chowk,15,0.0083333333333333,0.4916666666666667,3.105415064697216,0.8333333333333334,60.204081632653065,0.6119118621696936,15.412331707039025,Low Risk,1.0,0.0
284112,Mahalaxmi Blood Centre,Kolhapur,Kolhapur,West Side,15,0.0583333333333333,0.2833333333333333,10.730137166012106,5.833333333333333,34.69387755102041,2.114338366304955,15.347887312664676,Low Risk,0.8125,18.75
18194,Plasma  Blood Centre,Thane,Thane,V.P.Ro,15,0.0,0.5,0.0,0.0,61.224489795918366,0.0,15.306122448979592,Low Risk,1.0,0.0
280120,Shree Swami Samarth Blood Centre,Ratnagiri,Ratnagiri,Shree Kshetra,15,0.0083333333333333,0.4833333333333334,3.2323504320824146,0.8333333333333334,59.18367346938776,0.6369240603505009,15.1634827157679,Low Risk,1.0,0.0
18244,Golwalkari Guruji Blood Centre,Nanded,Nanded,Banda Chat,15,0.0166666666666666,0.475,2.614438726774436,1.6666666666666667,58.16326530612245,0.5151665836930859,15.086274639120552,Low Risk,1.0,0.0
18094,Vasantdada Patil Blood Centre And Haematology Research Centre,Sangli,Miraj,Mirasaheb Shopping Complex,15,0.0583333333333333,0.3333333333333333,4.532564222657612,5.833333333333333,40.81632653061225,0.8931269270314349,15.010696697744253,Low Risk,0.8750000000000001,12.49999999999999
280516,"Sadguru Gajanan Maharaj Education Society,  Paramedical Inst., Revneel Blood Centre",Solapur,Sangola,Mahalaxmi,15,0.025,0.325,25.677083347396167,2.5,39.795918367346935,5.059585130763697,14.96387587452766,Low Risk,0.875,12.5
18188,M/S Balasaheb Thackerey Blood Centre,Mumbai,Mumbai,Traumaca,15,0.075,0.3166666666666666,9.577885869863398,7.5,38.775510204081634,1.887291024283206,14.957366973757878,Low Risk,0.8833333333333333,11.66666666666667
18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",Mumbai,Mumbai,Gandhi Market,15,0.125,0.275,1.9786322288525544,12.5,33.673469387755105,0.3898829967916666,14.765838096136694,Low Risk,0.875,12.5
284448,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune",Pune,Narayangaon,Narayangaon,15,0.0499999999999999,0.3166666666666666,13.967524198403533,5.0,38.775510204081634,2.752254872241596,14.756941269080809,Low Risk,0.875,12.5
284764,"Blood Centre And Component Separation Unit, Sub-District Hospital, Dharni, District Amravati",Amravati,Dharni,Dharni,15,0.025,0.45,6.041818230329749,2.5,55.102040816326536,1.1905204834743566,14.698140324950224,Low Risk,1.0,0.0
285230,"Redlife Blood Centre, Ghansoli, Navi Mumbai, Thane",Thane,Thane,Gami Aster,15,0.0333333333333333,0.3833333333333333,10.682995114529222,3.333333333333333,46.93877551020408,2.105049179542989,14.6567895057701,Low Risk,0.9375,6.25
280125,Red Plus Blood Centre Pune,Pune,Pune,Pmt B,15,0.0166666666666666,0.4083333333333333,32.517264496780115,1.6666666666666667,50.0,6.407420411232289,14.518521769474738,Low Risk,1.0,0.0
18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,Pune,Pune,Deccan Gymkhana,15,0.0666666666666666,0.325,5.716402475306035,6.666666666666667,39.795918367346935,1.1263983753221785,14.50141251900061,Low Risk,0.8958333333333334,10.416666666666664
284361,"Laksh Foundation, Lifeline Blood Centre, Nashik",Nashik,Nashik,Suyojit Commercial Complex,15,0.175,0.1166666666666666,11.555829114771743,17.5,14.285714285714285,2.277038259046441,14.481597227099272,Low Risk,0.7613636363636364,23.863636363636363
285067,"Jijau Blood Centre, Blood Component And Apheresis Centre, Parbhani",Parbhani,Parbhani,Parbhani,15,0.05,0.3083333333333333,12.535646219023782,5.0,37.75510204081633,2.470108008615341,14.431302512357918,Low Risk,0.875,12.5
18297,The Santajee Educational And Medical Foundation Trusts Navjeevan Blood Centre,Nashik,Nashik,Mumbai Naka,15,0.175,0.225,0.5275953903962646,17.5,27.551020408163268,0.103960942767244,14.413745337732628,Low Risk,0.875,12.5
27154,"Sir, J.J. Group Hospital Blood Centre, Byculla Mumbai",Mumbai,Mumbai,Byculla,15,0.0,0.45,12.246198436921668,0.0,55.102040816326536,2.413073271661664,14.37877852199705,Low Risk,1.0,0.0
280753,Girija Blood Centre,Pune,Baramati,Baramati,15,0.0166666666666666,0.4416666666666666,8.093565615903325,1.6666666666666667,54.08163265306123,1.5948105823022691,14.33577747550754,Low Risk,1.0,0.0
27111,Shwas foundation kavathemahankal trust sanchalit maha blood centre and comprehensive thalassemia day,Pune,Pune,Saswad,15,0.025,0.3083333333333333,22.197173662894013,2.5,37.75510204081633,4.373880330966287,14.282245592945657,Low Risk,0.875,12.5
280141,Mallikarjun Blood Centre,Solapur,Solapur,Sadar,15,0.025,0.4,28.39749399570327,2.5,48.9795918367347,5.595633134328777,14.26880624276587,Low Risk,1.0,0.0
283459,"Azad Panchi Groups Sanchalit, Janseva Blood Centre, Hinjewadi Phase-1, Pune",Pune,Hinjewadi,Hinjewadi,15,0.0166666666666666,0.375,12.87959747778814,1.6666666666666667,45.91836734693878,2.537882477039461,14.093229122661226,Low Risk,0.9375,6.25
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,Yavatmal,15,0.0416666666666666,0.3,14.890073587527596,4.166666666666666,36.734693877551024,2.934040206208687,14.083850187606592,Low Risk,0.875,12.5
18118,Annasaheb Galatge Lions Blood Centre  Run By Gadhinglaj Lions Welfare Association,Kolhapur,Gadhinglaj,Doctors Colony,15,0.0083333333333333,0.4416666666666666,6.000961753912868,0.8333333333333334,54.08163265306123,1.1824698486815537,14.02435895876903,Low Risk,1.0,0.0
284432,"City Blood Centre, Component And Apheresis Centre, Beed",Jalna,Jalna,Jalna,15,0.0416666666666666,0.3833333333333333,8.418880789766554,4.166666666666666,46.93877551020408,1.6589128712663743,13.97233876203428,Low Risk,0.96875,3.125
282565,"Sathiya Educational SocietyS Sathiya Trust Blood Centre, Nalasopara, Palghar",Palghar,Nalasopara,Palghar,15,0.0083333333333333,0.4416666666666666,3.819635213091306,0.8333333333333334,54.08163265306123,0.7526466019380648,13.916903147083158,Low Risk,1.0,0.0
284467,"Mahalaxmi Blood Centre, Kagal,Kolhapur",Kolhapur,Kolhapur,Jaysinghrao Park N.R,15,0.025,0.4166666666666667,10.841042041155712,2.5,51.02040816326531,2.1361918085208798,13.914149992946546,Low Risk,1.0,0.0
18070,Jehangir Hospital Blood Centre,Pune,Pune,Sasoon,15,0.0333333333333333,0.35,3.906777570716458,3.333333333333333,42.85714285714286,0.769817717945858,13.823406810438849,Low Risk,0.9166666666666666,8.333333333333337
280696,Shaswat Blood Centre Sangli,Sangli,Miraj,Miraj,15,0.0833333333333333,0.2666666666666666,8.4354290978292,8.333333333333332,32.6530612244898,1.6621736611419329,13.787142054741269,Low Risk,0.875,12.5
