district,blood_group,observations,blood_banks,average_stock,median_stock,stockout_percentage,low_stock_percentage,stock_volatility,recovery_rate,stockout_percentage_score,low_stock_percentage_score,stock_volatility_score,recovery_weakness_score,hotspot_score,hotspot_class
Parbhani,O-,168,7,2.886904761904762,2.0,18.452380952380953,64.88095238095238,0.9081883267105465,33.333333333333336,43.214285714285715,91.07142857142857,21.428571428571427,50.71428571428571,51.60714285714285,Lower
Pune,A+,1320,55,40.596969696969694,29.5,6.8181818181818175,7.6515151515151505,0.9603382690690302,37.90909090909091,22.5,14.285714285714285,28.57142857142857,43.57142857142857,27.232142857142858,Lower
Pune,A-,1320,55,3.456818181818182,2.0,24.015151515151516,54.77272727272727,1.2065793914645055,43.200577333352456,50.357142857142854,78.57142857142857,60.0,38.21428571428571,56.78571428571428,Moderate
Pune,AB+,1320,55,15.656060606060606,11.0,10.151515151515152,22.348484848484848,1.1052006324191876,52.34375,27.500000000000004,42.142857142857146,48.92857142857142,23.214285714285715,35.44642857142858,Lower
Pune,AB-,1320,55,1.5272727272727273,1.0,42.72727272727273,50.90909090909091,1.3967732561516666,33.6265365145215,77.85714285714286,75.0,71.78571428571429,50.357142857142854,68.75,Moderate
Pune,B+,1320,55,44.8530303030303,26.0,5.984848484848484,13.712121212121211,1.137741108672951,42.03703703703704,19.642857142857142,26.42857142857143,51.07142857142857,39.285714285714285,34.107142857142854,Lower
Pune,B-,1320,55,3.507575757575758,2.0,18.484848484848484,61.89393939393939,1.1881448805444765,45.63169510228333,43.57142857142857,88.57142857142857,57.85714285714286,35.714285714285715,56.42857142857143,Moderate
Pune,O+,1320,55,62.61060606060606,45.0,7.6515151515151505,5.303030303030303,1.5025101164573806,35.94444444444444,25.0,9.285714285714286,76.78571428571429,46.07142857142857,39.28571428571429,Lower
Pune,O-,1320,55,4.109848484848484,3.0,17.651515151515152,57.1969696969697,1.0894912903951681,52.26115030802531,40.0,82.5,46.42857142857143,23.92857142857143,48.21428571428572,Lower
Raigarh,A+,264,11,22.738636363636363,20.0,4.166666666666666,11.363636363636363,0.7092117523079603,50.0,18.035714285714285,22.321428571428573,7.5,28.035714285714285,18.973214285714285,Lower
Raigarh,A-,264,11,1.4128787878787878,1.0,29.545454545454547,70.07575757575758,0.9483760265520831,46.67884990253411,60.0,94.64285714285714,26.785714285714285,33.57142857142857,53.75,Moderate
Raigarh,AB+,264,11,7.8977272727272725,7.0,5.681818181818182,35.984848484848484,0.7185591918909108,88.63636363636363,18.928571428571427,56.07142857142857,7.857142857142857,11.785714285714285,23.660714285714285,Lower
Raigarh,AB-,264,11,0.8181818181818182,1.0,39.39393939393939,60.60606060606061,1.082977149423218,18.918650793650794,71.78571428571429,86.42857142857143,45.357142857142854,74.28571428571429,69.46428571428572,High
Raigarh,B+,264,11,14.988636363636363,9.0,3.787878787878788,32.95454545454545,1.0138389148539022,77.77777777777777,16.607142857142858,53.92857142857142,35.35714285714286,12.321428571428573,29.553571428571427,Lower
Raigarh,B-,264,11,1.7765151515151516,2.0,22.727272727272727,77.27272727272727,0.8399418664711348,46.96969696969696,48.57142857142857,98.57142857142858,15.714285714285714,32.857142857142854,48.92857142857144,Lower
Raigarh,O+,264,11,24.867424242424242,21.0,3.787878787878788,11.363636363636363,0.7406293196631499,77.77777777777777,16.607142857142858,22.321428571428573,8.928571428571429,12.321428571428573,15.044642857142858,Lower
Raigarh,O-,264,11,2.0643939393939394,1.0,28.78787878787879,63.25757575757576,0.9967998623049263,28.093434343434343,58.57142857142858,89.64285714285715,33.214285714285715,60.0,60.35714285714286,Moderate
Ratnagiri,A+,72,3,37.583333333333336,36.5,0.0,0.0,0.40534067211021724,,3.214285714285714,1.9642857142857142,1.0714285714285714,5.892857142857142,3.0357142857142856,Lower
Ratnagiri,A-,72,3,1.3333333333333333,0.0,54.166666666666664,45.83333333333333,1.2311072252245132,2.7777777777777777,85.0,67.67857142857143,62.142857142857146,94.28571428571428,77.27678571428572,Critical
Ratnagiri,AB+,72,3,19.97222222222222,14.0,0.0,0.0,0.558547382064847,,3.214285714285714,1.9642857142857142,3.571428571428571,5.892857142857142,3.6607142857142856,Lower
